gender,SeniorCitizen,Partner,Dependents,tenure (months true),PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyContract,1yContract,2yContract,PaperlessBilling,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,MonthlyCharges,TotalCharges,Churn
0,0,1,0,59,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.3,2666.75,0
0,0,1,0,17,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,54.6,934.8,0
0,0,1,1,70,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,60.35,4138.7,0
0,0,1,0,72,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,64.7,4746.05,0
0,1,1,0,68,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,41.95,2965.75,0
1,0,0,0,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,29.15,357.15,0
0,0,0,0,43,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,44.15,1931.3,0
1,0,0,0,25,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,48.25,1293.8,0
1,1,1,0,13,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,45.3,528.45,0
0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,29.9,92.25,0
1,0,1,1,32,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,35.15,1051.05,0
1,0,1,0,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,29.05,129.6,0
1,1,0,0,64,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,43.85,2751,0
0,0,0,1,30,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.5,1307.8,0
0,0,1,1,37,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,40.2,1525.35,0
0,0,0,0,26,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,35.75,1022.5,0
1,1,0,0,6,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,44.4,263.05,0
1,0,0,0,12,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,60.65,743.3,0
1,0,1,1,11,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,29.6,346.45,0
1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.25,96.05,1
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,31.35,31.35,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.8,25.8,1
0,0,0,1,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.5,215.2,1
1,0,1,1,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29.2,309.1,1
1,0,1,0,42,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,33.55,1445.3,1
0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.45,47.5,1
1,0,1,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,31,95.05,1
0,0,0,0,10,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,33.9,298.45,1
0,0,0,0,5,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,43.25,219,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.1,25.1,1
0,1,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,36.45,93.7,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.05,25.05,1
0,0,0,0,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,29.5,255.25,1
0,0,0,0,5,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,40,223.45,1
1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.4,36.55,1
0,0,1,0,9,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,40.65,328.95,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.45,24.45,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.2,25.2,1
1,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,34.25,139.35,1
1,0,0,0,9,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,58.5,539.85,1
0,0,0,0,44,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,53.95,2375.4,1
0,0,0,0,5,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,51,305.95,1
0,0,0,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,36.85,108.7,1
1,0,1,0,48,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,34.7,1604.5,1
0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,40.15,130.75,1
0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,45.3,45.3,1
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.7,29.7,1
1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.7,25.7,1
0,1,1,1,22,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,40.05,880.2,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,35.05,35.05,1
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,44.65,44.65,1
0,1,0,0,16,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,39,679.85,1
0,0,0,0,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,35.45,106.85,1
1,0,0,0,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.75,301.9,0
0,0,1,0,29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,33.75,1009.25,0
0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.3,100.2,0
1,0,0,0,32,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,30.15,927.65,0
0,0,0,0,24,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,50.6,1288.75,0
1,0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,29.6,299.05,0
0,0,0,1,24,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,35.75,830.8,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.35,25.35,0
0,0,0,0,70,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,40.05,2799.75,0
0,0,0,0,16,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,54.85,916.15,0
0,0,0,0,52,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,30.1,1623.4,0
1,0,0,0,11,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,35.8,363.15,0
1,0,1,1,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,40.3,92.5,0
1,0,0,0,12,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,33.6,435.45,0
1,0,1,1,71,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,58.65,4145.25,0
0,0,0,0,29,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,35.6,1072.6,0
0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.6,190.1,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.15,25.15,0
0,0,0,0,50,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,35.4,1748.9,0
0,0,0,1,8,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,44.55,343.45,0
0,0,0,0,39,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,35.55,1309.15,0
1,0,1,1,7,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,34.65,246.6,0
0,0,0,0,21,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,36,780.15,0
0,0,1,0,17,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,34.4,592.75,0
0,0,1,1,7,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,58.85,465.7,0
0,0,1,1,7,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,38.55,280,0
1,0,0,0,36,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,53.1,1901.25,0
0,0,0,0,14,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,31.1,419.7,0
1,0,1,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.05,125.5,0
1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.7,24.7,0
1,0,1,1,23,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,34.6,813.45,0
1,1,0,0,14,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,39.7,692.35,0
1,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29.65,90.05,0
1,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,30.25,63.75,0
0,0,0,0,9,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,50.8,463.6,0
1,0,0,0,52,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,39.1,1982.1,0
1,0,0,0,66,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,47.4,3177.25,0
1,0,0,0,68,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,38.9,2719.2,0
0,0,0,0,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.35,216.45,0
1,0,1,1,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.85,434.8,0
0,0,0,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,41.35,107.25,0
1,0,0,0,4,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,48.25,202.25,0
0,0,1,1,58,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,50,2919.85,0
1,0,0,0,6,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,63.4,348.8,0
0,0,1,1,12,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,35.5,432.25,0
0,1,1,0,8,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,43.35,371.4,0
0,0,0,1,40,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,40.25,1564.05,0
0,0,0,0,12,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,34,442.45,0
0,1,1,0,24,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,34.25,828.2,0
0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.3,38.45,0
0,0,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.65,440.2,0
0,0,1,1,72,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,48.9,3527,0
1,0,0,0,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,35,135.75,0
1,0,0,0,47,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,41.9,1875.25,0
0,0,1,0,36,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,35.35,1317.95,0
1,1,1,1,29,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,35.65,1025.15,0
1,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29.2,98.5,0
0,0,1,1,40,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,60.3,2448.5,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30.55,30.55,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29.15,29.15,0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.9,29.9,0
0,0,0,0,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,34.7,383.55,0
1,0,0,1,10,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,40.25,411.45,0
1,0,0,0,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,29.25,226.95,0
0,0,1,1,59,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,34.8,1980.3,0
1,0,1,1,58,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,59.75,3624.35,0
0,0,1,0,61,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,62.15,3778.85,0
0,0,1,1,68,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,56.4,3948.45,0
0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,33.6,33.6,0
0,0,0,0,21,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,43.55,1011.5,0
1,0,1,1,24,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,52.5,1208.15,0
0,0,0,0,50,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,35,1782.4,0
0,0,0,0,37,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,40.55,1390.85,0
0,0,1,0,17,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,49.8,836.35,0
0,0,1,0,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,35.1,101.1,0
1,0,0,1,65,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,45.25,2933.95,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.4,24.4,0
1,0,1,1,6,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,40.55,217.5,0
0,0,0,0,46,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,38.25,1755.35,0
0,0,0,0,9,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,39.55,373,0
1,0,0,0,18,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,40.2,711.95,0
0,0,1,1,13,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,40.55,590.35,0
1,0,0,1,4,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,57.2,223.75,0
1,0,0,1,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.8,201.95,0
1,0,1,0,41,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,35.45,1391.65,0
0,0,1,1,19,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,34.95,610.2,0
1,0,0,1,26,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,45.8,1147,0
0,0,1,1,56,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,52,2884.9,0
1,0,0,0,6,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,49.25,255.6,0
0,0,1,1,68,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,44.8,2983.65,0
0,0,0,0,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,42.4,146.4,0
1,0,1,1,35,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,40.9,1383.6,0
0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,78.25,0
0,0,1,1,69,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,39.1,2779.5,0
1,0,1,1,48,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,39.4,1978.65,0
0,0,1,0,7,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,34.2,256.6,0
0,0,0,0,18,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,33.6,550.35,0
1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,35.9,35.9,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,24.9,24.9,0
1,0,1,1,34,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,61.25,1993.2,0
1,1,1,1,12,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,29.3,355.9,0
0,0,0,0,7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,35.3,264.8,0
0,0,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.15,476.8,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25.85,25.85,0
0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,24.85,788.05,0
1,0,0,0,13,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,35.4,450.4,0
1,0,0,0,35,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,33.45,1175.85,0
0,0,0,1,23,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,40.1,857.75,0
0,0,1,1,52,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,50.2,2554,0
1,0,0,1,26,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,29.8,786.5,0
1,0,0,0,21,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,35.1,770.4,0
1,0,0,0,15,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,45.9,693.45,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.4,24.4,0
1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,29.15,110.05,0
0,0,1,1,28,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,50.8,1386.8,0
1,0,0,0,28,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,29.75,790.7,0
1,0,0,1,11,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,36.05,402.6,0
1,0,1,0,52,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,35.45,1958.95,0
1,0,0,0,12,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,49.85,552.1,0
0,0,0,1,29,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,45,1242.45,0
1,0,0,1,21,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,53.15,1183.2,0
1,0,0,0,15,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,38.8,603,0
1,0,0,0,28,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,35.75,961.4,0
0,0,1,1,32,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,36.25,1151.05,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.2,24.2,0
0,0,0,0,49,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,103.7,5036.3,1
1,0,0,0,11,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,97.85,1105.4,1
1,0,1,0,7,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,75.15,496.9,1
0,0,1,0,68,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,110,7611.85,1
1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.9,273,1
1,0,1,0,53,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,94.85,5000.2,1
1,1,0,0,7,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,76.45,503.6,1
0,0,0,0,8,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,84.5,662.65,1
1,1,0,0,54,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,82.45,4350.1,1
0,0,1,1,68,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,75.8,5293.95,1
0,0,1,1,4,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,84.8,371.9,1
1,0,0,0,10,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,80.25,846,1
0,0,0,0,5,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,96.5,492.55,1
1,0,1,0,25,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,104.95,2566.5,1
1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,75.3,75.3,1
0,0,0,0,12,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,45.4,518.9,1
1,0,0,1,15,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69,994.8,1
1,0,0,0,12,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,99.7,1238.45,1
0,0,0,0,40,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,104.8,4131.95,1
1,1,1,0,27,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,75.2,1929.35,1
1,0,0,0,23,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,75.6,1758.6,1
0,0,0,0,10,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,86.05,834.1,1
0,0,0,0,32,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,80.35,2596.15,1
1,1,1,0,65,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,105.25,6786.4,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,137.6,1
0,1,1,1,43,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,110.75,4687.9,1
0,1,1,1,56,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,104.55,5794.65,1
1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.55,222.3,1
1,0,0,0,25,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,79.85,2015.35,1
1,0,0,1,15,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,85.9,1269.55,1
0,0,0,0,58,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,103.25,6017.65,1
0,1,1,0,7,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,95.6,644.35,1
1,0,1,1,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.8,229.6,1
0,0,1,1,50,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,103.85,5017.9,1
1,0,0,0,12,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,98.9,1120.95,1
1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74.4,215.8,1
1,1,1,0,33,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,80.6,2656.5,1
0,0,1,1,32,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.75,2347.9,1
0,0,1,0,40,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,97.1,3706.95,1
0,0,1,1,2,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,89.55,185.55,1
1,0,0,0,23,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,90.05,2169.8,1
0,0,1,0,49,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,99.05,4853.75,1
1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.75,144.55,1
0,0,0,0,7,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,98.05,713,1
1,0,0,0,41,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,114.5,4527.45,1
1,1,0,0,11,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,89.7,1047.7,1
1,0,0,0,4,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,94.4,387.2,1
1,0,1,0,14,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,64.7,941,1
1,1,1,0,11,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,104.05,1133.65,1
1,0,0,0,12,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,89.75,1052.4,1
0,1,0,0,21,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,60.05,1236.15,1
0,0,1,0,53,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,94.25,4867.95,1
0,0,0,0,19,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,86,1532.45,1
1,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.4,289.3,1
1,1,1,0,68,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,89.6,6127.6,1
0,1,1,0,15,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,85.6,1345.55,1
0,0,1,0,59,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,99.5,5961.1,1
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,49.95,49.95,1
0,0,0,0,37,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,98.8,3475.55,1
1,0,0,0,29,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,68.85,1970.5,1
1,0,1,0,53,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,106.1,5769.75,1
1,0,1,1,17,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,98.6,1704.95,1
1,0,0,0,15,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,64.65,994.55,1
0,1,1,0,13,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,89.05,1169.35,1
1,0,1,0,9,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,75.75,655.9,1
1,1,1,0,17,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,85.35,1463.45,1
0,0,1,1,11,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,79.5,868.5,1
1,0,0,0,46,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,96.05,4399.5,1
1,0,1,0,41,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,113.6,4594.95,1
1,0,1,0,21,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,104.4,2200.25,1
1,0,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,87.15,183.75,1
1,0,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,84.75,264.85,1
1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.15,390.85,1
1,0,0,0,12,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,78.1,947.3,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.05,20.05,1
0,0,1,1,65,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,108.65,6937.95,1
1,1,1,0,35,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,100.5,3653.35,1
